loan_amnt,term,int_rate,grade,emp_title,home_ownership,annual_inc,verification_status,dti,open_acc,revol_util,fico_range_high,loan_status,text
14100.0, 36 months,16.99,D,CEO,OWN,150000.0,Source Verified,8.55,11.0,45.6,679.0,0,small_business - Business
11000.0, 36 months,23.99,E,Event Specialist,RENT,30000.0,Verified,31.72,11.0,19.6,704.0,0,debt_consolidation - Debt consolidation
19350.0, 36 months,13.99,C,Field Investigator,MORTGAGE,44000.0,Verified,8.78,4.0,73.3,694.0,0,debt_consolidation - Debt consolidation
20825.0, 60 months,20.75,E,Crew leader,MORTGAGE,37000.0,Verified,45.18,12.0,46.3,679.0,0,debt_consolidation - Debt consolidation
15000.0, 60 months,13.33,C,Machine operator,MORTGAGE,42000.0,Not Verified,34.28,11.0,33.3,679.0,0,debt_consolidation - Debt consolidation
27275.0, 60 months,17.86,D,General Manager,RENT,62000.0,Source Verified,10.16,5.0,87.6,679.0,0,credit_card - Credit card refinancing
18000.0, 36 months,9.17,B,Customer Service Manager,RENT,68000.0,Verified,26.08,10.0,66.7,694.0,0,debt_consolidation - Debt consolidation
35500.0, 60 months,10.99,B,Business Critical Engineer,MORTGAGE,150000.0,Source Verified,17.34,12.0,63.7,709.0,0,debt_consolidation - Debt consolidation
21000.0, 36 months,8.19,A,CEO,RENT,160000.0,Source Verified,2.07,13.0,23.1,699.0,0,car - Car financing
13625.0, 36 months,24.99,E,Server,RENT,31000.0,Verified,20.05,9.0,80.1,694.0,0,credit_card - Credit card refinancing
35000.0, 60 months,18.25,E,Division Sales Manager,MORTGAGE,180000.0,Verified,35.53,49.0,83.0,669.0,0,credit_card - Credit card refinancing
40000.0, 60 months,11.47,B,Used Car Director,MORTGAGE,185000.0,Verified,18.88,15.0,22.1,769.0,0,debt_consolidation - Debt consolidation
24000.0, 36 months,10.75,B,Business Development Manager,MORTGAGE,122000.0,Source Verified,10.69,9.0,97.1,704.0,0,debt_consolidation - Debt consolidation
24575.0, 60 months,15.61,D,Customer Trade Specialist II,RENT,65000.0,Source Verified,19.48,9.0,35.5,709.0,0,debt_consolidation - Debt consolidation
10775.0, 36 months,17.99,D,Business Analyst,OWN,40000.0,Source Verified,29.1,18.0,36.4,714.0,0,debt_consolidation - Debt consolidation
16000.0, 60 months,17.99,D,Machine Operator,RENT,36000.0,Source Verified,30.33,6.0,48.0,689.0,0,credit_card - Credit card refinancing
4950.0, 36 months,13.49,C,Customer Service Agent,RENT,20607.76,Source Verified,23.06,18.0,71.5,664.0,0,debt_consolidation - Debt consolidation
4250.0, 36 months,12.69,C,,MORTGAGE,41938.0,Verified,36.06,12.0,38.1,684.0,0,home_improvement - Home improvement
13925.0, 36 months,12.79,C,Underground Miner,RENT,120000.0,Source Verified,10.03,12.0,30.4,664.0,0,debt_consolidation - Unknown
9000.0, 36 months,13.33,C,sales clerk,MORTGAGE,22692.0,Source Verified,31.46,13.0,63.3,664.0,0,debt_consolidation - Debt consolidation
20000.0, 36 months,12.29,C,Fac Mgr,RENT,85000.0,Source Verified,21.74,10.0,53.7,689.0,0,credit_card - Credit card refinancing
26200.0, 60 months,13.49,C,SOCIAL WORKER SUPERVISOR,MORTGAGE,71000.0,Not Verified,31.58,12.0,29.3,784.0,0,credit_card - Credit card refinancing
5600.0, 36 months,13.99,C,,RENT,22000.0,Source Verified,7.69,4.0,65.2,664.0,0,debt_consolidation - Debt consolidation
5625.0, 36 months,12.74,C,,RENT,27000.0,Not Verified,24.22,10.0,40.3,679.0,0,credit_card - Credit card refinancing
6000.0, 36 months,14.65,C,Staff Supervisor,RENT,48720.0,Verified,24.33,6.0,38.6,684.0,0,debt_consolidation - Debt consolidation
10000.0, 36 months,14.65,C,Janitor,RENT,29000.0,Source Verified,30.26,9.0,70.0,674.0,0,credit_card - Credit card refinancing
18000.0, 60 months,18.25,E,Outside sales,MORTGAGE,65000.0,Source Verified,13.57,8.0,53.3,679.0,0,debt_consolidation - Debt consolidation
8000.0, 36 months,13.66,C,Assistant General Manager,RENT,53000.0,Source Verified,28.65,13.0,75.9,684.0,0,debt_consolidation - Debt consolidation
12000.0, 36 months,10.49,B,Gordon Ramsey Steak,RENT,50000.0,Not Verified,15.7,8.0,36.2,729.0,0,other - Other
10000.0, 36 months,11.49,B,Recruiter,MORTGAGE,96000.0,Verified,14.93,13.0,43.6,664.0,0,home_improvement - Home improvement
4450.0, 36 months,19.99,E,cutomer service rep,RENT,30000.0,Source Verified,11.7,11.0,27.9,664.0,0,debt_consolidation - Debt consolidation
5000.0, 36 months,11.99,C,Sales consultant ,RENT,35000.0,Source Verified,29.01,12.0,32.2,704.0,0,moving - Moving and relocation
18000.0, 60 months,11.47,B,Logistics Manager / Purchasing,MORTGAGE,43000.0,Verified,33.99,17.0,44.0,724.0,0,credit_card - Credit card refinancing
30000.0, 36 months,21.49,D,Sales,OWN,135000.0,Verified,31.1,11.0,59.2,714.0,0,debt_consolidation - Debt consolidation
20550.0, 60 months,10.99,B,Office Mgr,MORTGAGE,53000.0,Source Verified,20.18,19.0,11.4,699.0,0,other - Other
2000.0, 36 months,14.46,C,Personnel,MORTGAGE,98268.0,Verified,31.45,17.0,71.4,679.0,0,home_improvement - Home improvement
10650.0, 36 months,16.55,D,Lead Tech,MORTGAGE,37000.0,Source Verified,13.69,13.0,48.6,674.0,0,debt_consolidation - Debt consolidation
21000.0, 60 months,12.69,C,Materials Planner,RENT,100000.0,Not Verified,19.47,7.0,94.7,684.0,0,debt_consolidation - Debt consolidation
15000.0, 60 months,29.67,G,DSP,RENT,48000.0,Verified,38.0,10.0,56.8,674.0,0,credit_card - Credit card refinancing
35000.0, 36 months,17.57,D,Electrician,MORTGAGE,120000.0,Source Verified,13.72,7.0,79.0,669.0,0,debt_consolidation - Debt consolidation
35000.0, 60 months,25.78,F,Lieutenant,RENT,117600.0,Verified,19.08,10.0,66.8,674.0,0,debt_consolidation - Debt consolidation
16000.0, 60 months,24.49,E,Assistant Administrative Director,OWN,42000.0,Verified,33.37,19.0,67.0,664.0,0,debt_consolidation - Debt consolidation
5000.0, 36 months,6.99,A,Manager I,MORTGAGE,65000.0,Source Verified,17.95,9.0,48.8,719.0,0,credit_card - Credit card refinancing
10000.0, 60 months,16.55,D,Book Keeper ,RENT,52000.0,Not Verified,16.43,9.0,95.8,669.0,0,credit_card - Credit card refinancing
13000.0, 60 months,16.59,D,PARTS SALES,OWN,32000.0,Not Verified,20.97,16.0,49.5,664.0,0,debt_consolidation - Unknown
15000.0, 36 months,13.33,C,,RENT,55000.0,Verified,15.51,4.0,73.2,694.0,0,debt_consolidation - Debt consolidation
5875.0, 36 months,14.99,C,,MORTGAGE,44223.0,Verified,10.16,6.0,42.6,704.0,0,debt_consolidation - Debt consolidation
35000.0, 60 months,24.99,E,Manager,MORTGAGE,135000.0,Source Verified,12.35,16.0,24.8,709.0,0,debt_consolidation - Debt consolidation
32000.0, 60 months,13.33,C,Art Director,MORTGAGE,85000.0,Verified,15.76,6.0,87.3,674.0,0,debt_consolidation - Debt consolidation
8000.0, 36 months,12.39,C,Development Specialist- Alumni Relations,MORTGAGE,50000.0,Not Verified,8.52,6.0,44.4,694.0,0,debt_consolidation - Debt consolidation
20200.0, 36 months,12.59,C,Director,RENT,75000.0,Verified,19.63,11.0,56.4,704.0,0,debt_consolidation - Debt consolidation
3000.0, 36 months,13.67,C,Mine Tech,MORTGAGE,75000.0,Source Verified,29.48,20.0,4.9,714.0,0,other - Other
4000.0, 36 months,11.53,B,Quality Control,RENT,15000.0,Source Verified,10.72,11.0,37.8,679.0,0,credit_card - Credit card refinancing
5000.0, 36 months,15.61,D,Nutrition Assistant,RENT,30000.0,Not Verified,24.4,15.0,64.3,679.0,0,credit_card - Credit card refinancing
28000.0, 36 months,15.31,C,ASSISTANT CONTROLLER,RENT,120000.0,Source Verified,15.0,26.0,45.9,694.0,0,debt_consolidation - Debt consolidation
13000.0, 60 months,14.49,C,Revenue Spec II,MORTGAGE,45000.0,Source Verified,19.84,11.0,51.0,709.0,0,credit_card - Credit card refinancing
17000.0, 36 months,9.17,B,Carman,MORTGAGE,68000.0,Source Verified,18.8,7.0,67.2,679.0,0,debt_consolidation - Debt consolidation
3000.0, 36 months,10.49,B,forman,MORTGAGE,42000.0,Not Verified,28.66,11.0,85.5,674.0,0,home_improvement - Home improvement
4275.0, 36 months,14.49,C,Program facilitor,RENT,90000.0,Source Verified,9.7,10.0,31.5,689.0,0,other - Other
32200.0, 36 months,23.99,E,Grow Manager,RENT,70000.0,Verified,22.44,6.0,68.2,669.0,0,debt_consolidation - Debt consolidation
8000.0, 36 months,9.75,B,Supervisor,RENT,70000.0,Source Verified,18.88,10.0,51.4,669.0,0,debt_consolidation - Debt consolidation
28000.0, 60 months,23.99,F,Director of Ops,MORTGAGE,76000.0,Verified,33.14,25.0,46.8,684.0,0,debt_consolidation - Debt consolidation
23000.0, 60 months,21.99,F,Purchasing Agent,MORTGAGE,46020.0,Source Verified,30.4,14.0,71.4,669.0,0,credit_card - Credit card refinancing
27000.0, 60 months,19.52,E,account manager,RENT,63000.0,Verified,30.48,19.0,39.9,664.0,0,debt_consolidation - Debt consolidation
14000.0, 36 months,13.49,C,manufacturer,RENT,53000.0,Source Verified,3.31,12.0,14.7,704.0,0,debt_consolidation - Debt consolidation
18000.0, 60 months,20.49,E,HIM Tech II/HPF,RENT,45000.0,Verified,30.16,16.0,34.9,669.0,0,debt_consolidation - Debt consolidation
6400.0, 36 months,12.69,C,Director of Customer Solutions,MORTGAGE,67000.0,Source Verified,16.96,13.0,40.5,669.0,0,debt_consolidation - Debt consolidation
14000.0, 60 months,11.53,B,Therapist,RENT,32000.0,Source Verified,31.06,15.0,19.1,669.0,0,debt_consolidation - Debt consolidation
10000.0, 36 months,13.33,C,Owner,RENT,75000.0,Source Verified,34.75,25.0,23.3,724.0,0,debt_consolidation - Debt consolidation
12000.0, 60 months,13.67,C,Vice President,MORTGAGE,155000.0,Verified,13.17,22.0,41.5,679.0,0,moving - Moving and relocation
12000.0, 60 months,13.99,C,Chemical Operator,MORTGAGE,90000.0,Source Verified,21.45,12.0,32.5,664.0,0,debt_consolidation - Debt consolidation
16625.0, 36 months,16.55,D,Manager,OWN,39800.0,Source Verified,19.03,5.0,72.3,669.0,0,debt_consolidation - Debt consolidation
13350.0, 60 months,28.49,G,SALES,MORTGAGE,53000.0,Verified,19.13,12.0,28.2,664.0,0,home_improvement - Home improvement
7500.0, 36 months,12.99,C,Electrican,OWN,35000.0,Source Verified,5.35,4.0,64.1,699.0,0,debt_consolidation - Debt consolidation
3600.0, 36 months,18.99,D,Sales,OWN,80000.0,Source Verified,11.23,12.0,34.6,694.0,0,other - Other
15000.0, 60 months,16.55,D,Administrative Position,RENT,38000.0,Source Verified,32.38,20.0,48.8,684.0,0,debt_consolidation - Debt consolidation
10000.0, 36 months,8.38,B,Construcción ,RENT,62000.0,Source Verified,16.14,11.0,44.2,669.0,0,debt_consolidation - Debt consolidation
20000.0, 36 months,9.17,B,Registered Nurse,MORTGAGE,98000.0,Source Verified,16.15,14.0,41.0,669.0,0,home_improvement - Home improvement
16000.0, 60 months,13.99,C,Manager,MORTGAGE,98000.0,Verified,6.09,15.0,77.0,669.0,0,home_improvement - Home improvement
28000.0, 60 months,15.99,C,hvac systems mechanic,MORTGAGE,120000.0,Verified,21.14,28.0,24.4,709.0,0,debt_consolidation - Debt consolidation
13600.0, 36 months,11.99,C,Distribution Clerk,RENT,43500.0,Verified,39.39,11.0,53.8,674.0,0,debt_consolidation - Debt consolidation
10000.0, 36 months,12.99,C,Steward,RENT,32000.0,Source Verified,25.36,6.0,65.7,664.0,0,car - Car financing
2400.0, 36 months,9.99,B,Account Specialist,RENT,35000.0,Source Verified,23.12,17.0,38.9,714.0,0,vacation - Vacation
16050.0, 60 months,24.99,F,Teachers,MORTGAGE,53500.0,Verified,32.91,12.0,56.1,689.0,0,debt_consolidation - Debt consolidation
18000.0, 60 months,25.49,E,correctional counselor,MORTGAGE,120000.0,Source Verified,18.85,17.0,68.2,679.0,0,debt_consolidation - Debt consolidation
11900.0, 36 months,19.99,D,Data Entry,RENT,35000.0,Verified,12.76,5.0,49.8,694.0,0,moving - Moving and relocation
5000.0, 36 months,10.49,B,Team Member,RENT,29000.0,Source Verified,23.39,8.0,51.2,724.0,0,debt_consolidation - Debt consolidation
2800.0, 36 months,6.99,A,,RENT,15094.0,Not Verified,12.81,5.0,8.2,799.0,0,credit_card - Credit card refinancing
20000.0, 60 months,9.99,B,Controls Engineer,OWN,115000.0,Source Verified,11.65,13.0,41.0,719.0,0,debt_consolidation - Debt consolidation
4475.0, 36 months,15.77,D,Sales Manager,RENT,135000.0,Verified,19.8,10.0,64.3,694.0,0,debt_consolidation - Debt consolidation
14400.0, 36 months,14.49,C,Quality Control,RENT,45000.0,Source Verified,30.08,6.0,76.4,689.0,0,debt_consolidation - Debt consolidation
6000.0, 36 months,11.22,B,Underwriter,RENT,65000.0,Source Verified,15.71,9.0,52.2,699.0,0,debt_consolidation - Debt consolidation
20000.0, 60 months,14.49,C,driver,MORTGAGE,80000.0,Verified,17.42,10.0,71.5,664.0,0,debt_consolidation - Debt consolidation
10000.0, 36 months,13.67,C,Senior Financial Analyst,MORTGAGE,54000.0,Verified,17.16,11.0,86.6,664.0,0,credit_card - Credit card refinancing
5000.0, 36 months,12.99,C,Technician ,OWN,43000.0,Source Verified,17.83,8.0,26.3,744.0,0,debt_consolidation - Debt consolidation
10000.0, 36 months,13.33,C,Fund Analyst,OWN,58000.0,Not Verified,39.89,12.0,69.8,679.0,0,debt_consolidation - Debt consolidation
11500.0, 36 months,11.49,B,Financial Service Rep,OWN,72000.0,Not Verified,8.25,7.0,54.0,714.0,0,debt_consolidation - Debt consolidation
24000.0, 60 months,21.49,D, Supervisor,MORTGAGE,59950.0,Source Verified,11.05,11.0,48.1,664.0,0,credit_card - Credit card refinancing
5000.0, 36 months,16.99,D,Shift Supervisor,RENT,25000.0,Verified,30.63,19.0,43.9,684.0,0,renewable_energy - Green loan
10000.0, 36 months,17.27,D,Truck Driver,MORTGAGE,39000.0,Verified,32.8,5.0,96.4,709.0,0,debt_consolidation - Unknown
32000.0, 60 months,7.89,A,Registered Nurse,MORTGAGE,116000.0,Source Verified,1.88,5.0,27.8,699.0,0,home_improvement - Home improvement
9500.0, 36 months,17.57,D,Supervisor,OWN,21600.0,Not Verified,15.0,9.0,41.3,709.0,0,debt_consolidation - Debt consolidation
35000.0, 60 months,12.29,C,Site Manager,MORTGAGE,164000.0,Source Verified,13.36,14.0,65.3,689.0,0,credit_card - Credit card refinancing
7000.0, 36 months,13.99,C,Dock Supervisor,RENT,39000.0,Source Verified,29.68,8.0,53.2,689.0,0,debt_consolidation - Debt consolidation
5000.0, 36 months,11.49,B,dm,RENT,38000.0,Verified,26.63,7.0,57.3,679.0,0,debt_consolidation - Debt consolidation
8450.0, 36 months,13.66,C,,RENT,60515.0,Verified,22.37,9.0,60.0,694.0,0,home_improvement - Home improvement
11600.0, 60 months,16.29,D,building eng.,MORTGAGE,23221.0,Verified,21.86,6.0,67.9,684.0,0,debt_consolidation - Debt consolidation
5000.0, 36 months,11.53,B,Executive Chef,MORTGAGE,65000.0,Source Verified,10.3,8.0,76.8,664.0,0,debt_consolidation - Debt consolidation
25000.0, 36 months,15.31,C,Corp payroll manager,OWN,75000.0,Source Verified,16.48,6.0,18.3,674.0,0,debt_consolidation - Debt consolidation
26975.0, 60 months,25.57,F,Research Associate,MORTGAGE,70000.0,Source Verified,20.8,17.0,79.3,669.0,0,debt_consolidation - Debt consolidation
9225.0, 36 months,17.86,D,Courier,MORTGAGE,30000.0,Not Verified,37.12,15.0,57.1,684.0,0,debt_consolidation - Debt consolidation
14000.0, 60 months,18.54,E,VLT Technician,MORTGAGE,55000.0,Source Verified,16.45,10.0,79.1,679.0,0,debt_consolidation - Debt consolidation
20000.0, 60 months,14.65,C,SO 1,MORTGAGE,75000.0,Verified,16.19,11.0,81.5,664.0,0,debt_consolidation - Debt consolidation
10000.0, 36 months,16.99,D,Mail carrier,RENT,60000.0,Not Verified,18.64,15.0,63.4,664.0,0,debt_consolidation - Debt consolidation
20000.0, 60 months,16.29,D,Sr Business Consultant,RENT,116000.0,Source Verified,20.2,23.0,52.2,664.0,0,debt_consolidation - Debt consolidation
24000.0, 60 months,19.53,D,A/R COLLECTIONS MANAGER,MORTGAGE,62500.0,Not Verified,22.73,13.0,35.4,674.0,0,debt_consolidation - Debt consolidation
22875.0, 36 months,19.52,E,Logistics Coordinator,RENT,71500.0,Verified,33.18,14.0,91.1,669.0,0,debt_consolidation - Debt consolidation
20000.0, 60 months,8.18,B,Vice President International Banking,MORTGAGE,130000.0,Source Verified,15.14,20.0,67.6,684.0,0,debt_consolidation - Debt consolidation
6000.0, 36 months,13.99,C,Director of IT,MORTGAGE,70000.0,Source Verified,23.36,14.0,70.1,704.0,0,moving - Moving and relocation
24000.0, 60 months,13.99,C,Asst Controller,RENT,110000.0,Verified,7.23,8.0,91.8,674.0,0,credit_card - Credit card refinancing
18425.0, 60 months,27.31,G,OWNER MANAGER,MORTGAGE,90000.0,Source Verified,8.89,6.0,78.1,679.0,0,small_business - Business
6400.0, 36 months,16.99,D,Front Office Manager,RENT,50000.0,Verified,13.63,20.0,35.6,679.0,0,credit_card - Credit card refinancing
13200.0, 36 months,8.99,B,Kitchen manager ,RENT,70000.0,Verified,5.33,6.0,36.5,669.0,0,debt_consolidation - Debt consolidation
15425.0, 60 months,25.89,G,,RENT,41000.0,Verified,25.59,14.0,66.4,679.0,0,credit_card - Credit card refinancing
4000.0, 36 months,13.99,C,General labor ,RENT,23000.0,Source Verified,10.86,8.0,30.6,699.0,0,debt_consolidation - Unknown
10000.0, 36 months,13.99,C,Team Leader ,RENT,100000.0,Source Verified,14.36,18.0,58.7,669.0,0,debt_consolidation - Debt consolidation
5000.0, 36 months,14.99,C,Delivery driver,RENT,30000.0,Source Verified,7.44,15.0,43.5,674.0,0,debt_consolidation - Debt consolidation
24000.0, 60 months,8.18,B,Digital Manager,MORTGAGE,160000.0,Not Verified,11.78,13.0,47.1,699.0,0,credit_card - Credit card refinancing
2350.0, 36 months,26.99,G,,RENT,9800.0,Verified,31.37,2.0,105.0,704.0,0,credit_card - Unknown
8000.0, 36 months,10.99,B,Service manager,RENT,95000.0,Source Verified,14.14,12.0,98.8,664.0,0,debt_consolidation - Debt consolidation
3600.0, 36 months,13.33,C,Housing Assistant,RENT,55000.0,Verified,12.55,5.0,100.7,704.0,0,debt_consolidation - Debt consolidation
2925.0, 36 months,18.99,D,Medical Assistant,RENT,27000.0,Verified,29.47,5.0,93.3,664.0,0,debt_consolidation - Debt consolidation
3000.0, 36 months,13.49,C,Sales Associate,OWN,55000.0,Not Verified,23.73,12.0,54.1,694.0,0,credit_card - Credit card refinancing
12075.0, 60 months,17.57,D,Respiratory Therapist,MORTGAGE,65000.0,Source Verified,15.86,12.0,58.4,684.0,0,debt_consolidation - Debt consolidation
27350.0, 60 months,17.86,D,Finance Director,MORTGAGE,90000.0,Source Verified,30.48,18.0,39.3,699.0,0,debt_consolidation - Debt consolidation
16000.0, 60 months,15.99,C,Supervisor,MORTGAGE,70000.0,Not Verified,20.06,10.0,25.8,669.0,0,debt_consolidation - Debt consolidation
3000.0, 36 months,11.47,B,Graduate Instructor,RENT,30000.0,Source Verified,8.51,7.0,10.5,779.0,0,other - Other
16000.0, 36 months,10.99,B,Eligilibity Wroker,RENT,44200.0,Source Verified,10.75,6.0,57.5,724.0,0,credit_card - Credit card refinancing
10000.0, 36 months,16.55,D,CNA,MORTGAGE,35000.0,Verified,32.72,12.0,55.3,664.0,0,other - Other
6000.0, 36 months,14.46,C,Site lead,RENT,20000.0,Source Verified,28.51,8.0,79.9,719.0,0,debt_consolidation - Debt consolidation
4000.0, 36 months,15.61,D,HR Coordinator,RENT,36000.0,Verified,8.4,14.0,48.2,674.0,0,other - Other
8000.0, 36 months,13.66,C,supervisor,OWN,35000.0,Not Verified,8.74,10.0,27.3,674.0,0,credit_card - Credit card refinancing
11050.0, 36 months,17.99,D,supervisor ,MORTGAGE,42000.0,Verified,21.09,13.0,0.2,664.0,0,debt_consolidation - Debt consolidation
4000.0, 36 months,12.69,C,Customer Support Analyst,RENT,70000.0,Source Verified,15.31,9.0,72.1,689.0,0,debt_consolidation - Debt consolidation
6000.0, 36 months,12.29,C,Resident Care Coordinator,OWN,30000.0,Source Verified,17.0,12.0,60.2,669.0,0,credit_card - Credit card refinancing
10000.0, 60 months,13.99,C,,RENT,42000.0,Source Verified,16.69,8.0,60.3,684.0,0,debt_consolidation - Debt consolidation
23550.0, 36 months,13.33,C,DETENTION OFFICER,RENT,61400.0,Source Verified,16.97,8.0,40.7,709.0,0,debt_consolidation - Debt consolidation
32125.0, 36 months,11.47,B,Controller,MORTGAGE,91000.0,Verified,34.97,34.0,74.0,694.0,0,credit_card - Credit card refinancing
5875.0, 36 months,17.57,D,Technologies Analyst,RENT,72000.0,Source Verified,8.87,11.0,34.9,689.0,0,debt_consolidation - Debt consolidation
6800.0, 36 months,9.17,B,Web Developer,RENT,85550.0,Not Verified,13.01,9.0,92.2,669.0,0,credit_card - Credit card refinancing
12000.0, 60 months,18.49,D,Specialist,RENT,86100.0,Not Verified,30.62,16.0,75.0,674.0,0,credit_card - Credit card refinancing
16950.0, 36 months,14.46,C,Marketing Director,MORTGAGE,60000.0,Not Verified,30.78,16.0,33.3,744.0,0,home_improvement - Home improvement
12350.0, 60 months,20.5,E,Security Manager,RENT,47819.2,Source Verified,12.93,12.0,19.1,744.0,0,debt_consolidation - Debt consolidation
16000.0, 60 months,13.67,C,Network Administrator,RENT,64000.0,Source Verified,32.33,20.0,52.7,674.0,0,debt_consolidation - Debt consolidation
8275.0, 36 months,18.2,E,area cleaner,MORTGAGE,23000.0,Verified,24.32,10.0,11.7,714.0,0,other - Other
4625.0, 36 months,10.49,B,Supervisor,RENT,71855.0,Source Verified,18.64,15.0,17.9,684.0,0,debt_consolidation - Debt consolidation
19050.0, 60 months,26.49,F,,RENT,51576.0,Verified,28.41,12.0,72.0,689.0,0,debt_consolidation - Unknown
10125.0, 36 months,19.99,D,Registered Nurse,MORTGAGE,98000.0,Source Verified,5.88,13.0,45.0,684.0,0,debt_consolidation - Debt consolidation
30000.0, 36 months,16.55,D,Professional driver ,RENT,185000.0,Source Verified,4.09,5.0,26.6,729.0,0,debt_consolidation - Debt consolidation
16000.0, 60 months,10.99,B,Client Service Rep,MORTGAGE,83500.0,Source Verified,27.22,13.0,48.1,674.0,0,debt_consolidation - Debt consolidation
9000.0, 36 months,14.65,C,lead,MORTGAGE,38000.0,Not Verified,37.68,8.0,70.9,684.0,0,debt_consolidation - Debt consolidation
11200.0, 36 months,17.99,D,Supervisor,RENT,69500.0,Verified,19.39,31.0,39.3,674.0,0,debt_consolidation - Debt consolidation
12000.0, 36 months,24.11,F,Manager,OWN,40000.0,Source Verified,34.68,10.0,60.9,694.0,0,debt_consolidation - Debt consolidation
20000.0, 36 months,16.99,D,Sr. Intl document,OWN,56000.0,Source Verified,30.3,16.0,57.0,699.0,0,other - Other
14400.0, 60 months,8.38,B,RN ,MORTGAGE,70000.0,Not Verified,11.02,10.0,31.6,709.0,0,debt_consolidation - Debt consolidation
16475.0, 60 months,18.25,E,vocational instructor,MORTGAGE,46000.0,Not Verified,18.86,12.0,70.7,664.0,0,debt_consolidation - Debt consolidation
35000.0, 36 months,14.46,C,Registered Nurse,RENT,72000.0,Source Verified,15.67,10.0,57.0,689.0,0,debt_consolidation - Debt consolidation
8550.0, 36 months,16.55,D,truck driver,MORTGAGE,95000.0,Verified,16.13,13.0,24.0,694.0,0,debt_consolidation - Debt consolidation
16000.0, 36 months,9.8,B,Attorney,RENT,79900.0,Not Verified,21.27,13.0,61.0,709.0,0,debt_consolidation - Debt consolidation
28000.0, 36 months,14.65,C,Manager,MORTGAGE,160000.0,Verified,18.32,19.0,43.5,679.0,0,home_improvement - Home improvement
16000.0, 60 months,11.99,C,Audio Editor/Recording Engineer,RENT,450000.0,Source Verified,2.0,4.0,94.6,664.0,0,debt_consolidation - Debt consolidation
7625.0, 36 months,11.49,B,PC/LAN Technician,RENT,86000.0,Source Verified,28.33,29.0,40.9,684.0,0,debt_consolidation - Debt consolidation
11425.0, 60 months,17.14,D,Animal Care,RENT,26000.0,Source Verified,33.38,8.0,73.8,664.0,0,credit_card - Credit card refinancing
6000.0, 36 months,13.33,C,Plumber,RENT,60000.0,Not Verified,3.9,5.0,66.9,669.0,0,debt_consolidation - Debt consolidation
16000.0, 36 months,10.99,B,Claims Specialist,OWN,71000.0,Verified,19.86,25.0,52.9,674.0,0,credit_card - Credit card refinancing
12000.0, 60 months,13.49,C,Associate - Systems Engineer,MORTGAGE,115000.0,Not Verified,28.85,18.0,70.3,694.0,0,debt_consolidation - Debt consolidation
11000.0, 36 months,7.89,A,Process Operator,MORTGAGE,95000.0,Not Verified,20.57,22.0,29.5,709.0,0,credit_card - Credit card refinancing
8000.0, 36 months,9.99,B,Security Administrative Assistant,RENT,45000.0,Verified,17.23,29.0,17.5,759.0,0,credit_card - Credit card refinancing
20000.0, 60 months,11.53,B,Sr. Project Manager,MORTGAGE,128000.0,Verified,26.29,13.0,47.0,689.0,0,debt_consolidation - Debt consolidation
11775.0, 60 months,20.99,E,Diesel Mechanic ,MORTGAGE,41000.0,Verified,31.53,10.0,52.0,679.0,0,debt_consolidation - Debt consolidation
5000.0, 36 months,12.79,C,owner/stylist,RENT,80000.0,Source Verified,6.17,12.0,29.7,719.0,0,small_business - Business
15000.0, 36 months,19.99,E,Supervisor,OWN,55000.0,Not Verified,25.86,15.0,35.1,699.0,0,home_improvement - Home improvement
9000.0, 36 months,16.55,D,Operations,MORTGAGE,45000.0,Source Verified,24.61,12.0,70.4,679.0,0,debt_consolidation - Debt consolidation
29975.0, 60 months,9.17,B,Federal Security Supervisor,RENT,60000.0,Source Verified,19.86,12.0,50.7,714.0,0,credit_card - Credit card refinancing
5000.0, 36 months,26.49,F,,OWN,32704.0,Verified,30.87,11.0,52.3,669.0,0,medical - Medical expenses
28000.0, 60 months,9.75,B,Manager,RENT,110000.0,Not Verified,9.62,7.0,36.5,714.0,0,debt_consolidation - Debt consolidation
18700.0, 36 months,19.99,E,Admin. Assistant,RENT,37400.0,Source Verified,36.78,10.0,73.9,684.0,0,debt_consolidation - Debt consolidation
16000.0, 36 months,8.18,B,Inbound Logistics Manager,RENT,80000.0,Verified,33.41,15.0,64.1,684.0,0,credit_card - Credit card refinancing
15350.0, 60 months,20.99,E,Ironworker ,RENT,38400.0,Source Verified,23.72,9.0,58.9,679.0,0,debt_consolidation - Debt consolidation
18000.0, 36 months,5.32,A,Assistant,MORTGAGE,75000.0,Not Verified,9.4,15.0,38.1,734.0,0,credit_card - Credit card refinancing
30000.0, 60 months,17.57,D,Senior Network Engineer,RENT,100000.0,Source Verified,14.41,11.0,32.6,719.0,0,house - Home buying
10000.0, 36 months,13.67,C,Benefit Analyst ,MORTGAGE,52000.0,Source Verified,30.28,13.0,71.5,674.0,0,home_improvement - Home improvement
35000.0, 60 months,17.86,D,senior program associate,RENT,125000.0,Verified,14.5,25.0,40.4,689.0,0,credit_card - Credit card refinancing
16000.0, 36 months,8.18,B,Account Delivery Manager,MORTGAGE,78000.0,Not Verified,6.22,8.0,46.5,674.0,0,debt_consolidation - Debt consolidation
16500.0, 60 months,18.25,E,Network Specialist 3,MORTGAGE,71000.0,Source Verified,22.35,10.0,66.7,684.0,0,debt_consolidation - Debt consolidation
35000.0, 36 months,13.67,C,Delivery Tech Lead,MORTGAGE,137000.0,Verified,26.84,24.0,77.2,669.0,0,debt_consolidation - Debt consolidation
